runs_bat_pg_1yr,runs_bat_pg_2yr,runs_bat_pg_3yr,runs_br_pg_1yr,runs_br_pg_2yr,runs_br_pg_3yr,runs_dp_pg_1yr,runs_dp_pg_2yr,runs_dp_pg_3yr,runs_defense_pg_1yr,runs_defense_pg_2yr,runs_defense_pg_3yr,runs_position_pg_1yr,runs_position_pg_2yr,runs_position_pg_3yr,runs_total_pg,opprpg,opprpg_1yr,opprpg_2yr,opprpg_3yr,waa_pg,year_id,age,waa_pg_1yr,waa_pg_2yr,waa_pg_3yr,g_1yr,g_2yr,g_3yr,team_gp_1yr,team_gp_2yr,team_gp_3yr,pa_pg_1yr,pa_pg_2yr,pa_pg_3yr,inn_pg_1yr,inn_pg_2yr,inn_pg_3yr,percent_team_gp_1yr,percent_team_gp_2yr,percent_team_gp_3yr,pa_per_team_gp_1yr,pa_per_team_gp_2yr,pa_per_team_gp_3yr,inn_per_team_gp_1yr,inn_per_team_gp_2yr,inn_per_team_gp_3yr,g_c_share_1yr,g_c_share_2yr,g_c_share_3yr,g_1b_share_1yr,g_1b_share_2yr,g_1b_share_3yr,g_2b_share_1yr,g_2b_share_2yr,g_2b_share_3yr,g_3b_share_1yr,g_3b_share_2yr,g_3b_share_3yr,g_ss_share_1yr,g_ss_share_2yr,g_ss_share_3yr,g_cf_share_1yr,g_cf_share_2yr,g_cf_share_3yr,g_of_1yr,g_of_2yr,g_of_3yr,g_dh_share_1yr,g_dh_share_2yr,g_dh_share_3yr,g_cof_share_1yr,g_cof_share_2yr,g_cof_share_3yr
0.262551724137931,0.3819254658385093,0.3640384615384615,0.0384137931034482,0.0422360248447205,-0.001025641025641,-0.0153103448275862,0.0001242236024844,-0.0006410256410256,0.0248275862068965,-0.0285714285714285,0.0378205128205128,-0.0400689655172413,-0.0445341614906832,-0.0232051282051282,0.3292,4.01644,4.0237,3.80823,4.50387,0.036,1965,31.0,0.0306206896551724,0.0398757763975155,0.038525641025641,145.0,161.0,156.0,162.0,163.0,162.0,4.372413793103449,4.434782608695652,4.2756410256410255,8.50551724137931,8.98136645962733,8.59423076923077,0.8950617283950617,0.9877300613496932,0.9629629629629628,3.91358024691358,4.380368098159509,4.117283950617284,7.612962962962962,8.871165644171779,8.275925925925927,0.0,0.0,0.0,0.0,0.0,0.0064516129032258,0.0733333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.535483870967742,139.0,161.0,153.0,0.0,0.0,0.0,0.9266666666666666,1.0,0.4580645161290322
0.2873333333333333,0.262551724137931,0.3819254658385093,0.0283333333333333,0.0384137931034482,0.0422360248447205,-0.0063999999999999,-0.0153103448275862,0.0001242236024844,0.0633333333333333,0.0248275862068965,-0.0285714285714285,-0.0434,-0.0400689655172413,-0.0445341614906832,0.3042405063291138,4.08073,4.01644,4.0237,3.80823,0.0343670886075949,1966,32.0,0.036,0.0306206896551724,0.0398757763975155,150.0,145.0,161.0,162.0,162.0,163.0,4.26,4.372413793103449,4.434782608695652,8.728666666666667,8.50551724137931,8.98136645962733,0.925925925925926,0.8950617283950617,0.9877300613496932,3.9444444444444446,3.91358024691358,4.380368098159509,8.0820987654321,7.612962962962962,8.871165644171779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0733333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,139.0,161.0,0.0,0.0,0.0,1.0,0.9266666666666666,1.0
0.225886075949367,0.2873333333333333,0.262551724137931,0.0403164556962025,0.0283333333333333,0.0384137931034482,0.0012025316455696,-0.0063999999999999,-0.0153103448275862,0.0791139240506329,0.0633333333333333,0.0248275862068965,-0.0422784810126582,-0.0434,-0.0400689655172413,0.33877419354838706,3.82357,4.08073,4.01644,4.0237,0.0396129032258064,1967,33.0,0.0343670886075949,0.036,0.0306206896551724,158.0,150.0,145.0,163.0,162.0,162.0,4.354430379746836,4.26,4.372413793103449,8.596835443037975,8.728666666666667,8.50551724137931,0.9693251533742332,0.925925925925926,0.8950617283950617,4.220858895705521,3.9444444444444446,3.91358024691358,8.333128834355827,8.0820987654321,7.612962962962962,0.0,0.0,0.0,0.0,0.0,0.0,0.0121212121212121,0.0,0.0733333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0303030303030303,0.0,0.0,158.0,148.0,139.0,0.0,0.0,0.0,0.9575757575757576,1.0,0.9266666666666666
0.3837414965986394,0.1946874999999999,0.3430322580645161,-0.0100680272108843,0.0128125,0.0245806451612903,-0.0103401360544217,-0.015,0.0047096774193548,0.0428571428571428,0.059375,0.0077419354838709,-0.0450340136054421,-0.0475625,-0.0412903225806451,0.18800000000000008,4.51678,4.06809,3.4085,3.82357,0.0199333333333333,1970,36.0,0.0401360544217687,0.0274374999999999,0.0396129032258064,147.0,160.0,155.0,162.0,163.0,162.0,4.346938775510204,4.225,4.316129032258065,8.664625850340137,8.714375,8.703225806451613,0.9074074074074074,0.98159509202454,0.9567901234567902,3.9444444444444446,4.147239263803681,4.12962962962963,7.862345679012346,8.553987730061351,8.32716049382716,0.0,0.0,0.0,0.027027027027027,0.0848484848484848,0.0,0.0,0.0,0.0064935064935064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714285714285714,144.0,151.0,152.0,0.0,0.0,0.0,0.9729729729729728,0.9151515151515152,0.922077922077922
0.2248666666666666,0.3837414965986394,0.1946874999999999,0.0092,-0.0100680272108843,0.0128125,-0.0007999999999999,-0.0103401360544217,-0.015,-0.0033333333333333,0.0428571428571428,0.059375,-0.0419333333333333,-0.0450340136054421,-0.0475625,0.3351798561151079,3.89996,4.51678,4.06809,3.4085,0.0376978417266187,1971,37.0,0.0199333333333333,0.0401360544217687,0.0274374999999999,150.0,147.0,160.0,162.0,162.0,163.0,3.986666666666667,4.346938775510204,4.225,7.604666666666667,8.664625850340137,8.714375,0.925925925925926,0.9074074074074074,0.98159509202454,3.691358024691358,3.9444444444444446,4.147239263803681,7.041358024691358,7.862345679012346,8.553987730061351,0.0,0.0,0.0,0.0808823529411764,0.027027027027027,0.0848484848484848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,144.0,151.0,0.0,0.0,0.0,0.9191176470588236,0.9729729729729728,0.9151515151515152
0.4231654676258993,0.2248666666666666,0.3837414965986394,-0.0034532374100719,0.0092,-0.0100680272108843,0.0035971223021582,-0.0007999999999999,-0.0103401360544217,-0.0388489208633093,-0.0033333333333333,0.0428571428571428,-0.0492805755395683,-0.0419333333333333,-0.0450340136054421,0.14255813953488378,3.87737,3.89996,4.51678,4.06809,0.0169767441860465,1972,38.0,0.0376978417266187,0.0199333333333333,0.0401360544217687,139.0,150.0,147.0,162.0,162.0,162.0,4.122302158273381,3.986666666666667,4.346938775510204,8.136690647482014,7.604666666666667,8.664625850340137,0.8580246913580247,0.925925925925926,0.9074074074074074,3.537037037037037,3.691358024691358,3.9444444444444446,6.981481481481482,7.041358024691358,7.862345679012346,0.0,0.0,0.0,0.5419847328244275,0.0808823529411764,0.027027027027027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,125.0,144.0,0.0,0.0,0.0,0.4580152671755725,0.9191176470588236,0.9729729729729728
0.2475324675324675,0.28125,0.1507947019867549,-0.0117532467532467,0.0190131578947368,0.0019205298013245,0.0044805194805194,0.0101973684210526,0.0070198675496688,0.0954545454545454,0.0302631578947368,0.1854304635761589,-0.0375324675324675,-0.0404605263157894,-0.036092715231788,0.20499999999999993,4.73359,5.05048,4.97381,4.60824,0.019074074074074,2001,27.0,0.027012987012987,0.0270394736842105,0.0303311258278145,154.0,152.0,151.0,162.0,162.0,162.0,4.415584415584416,4.355263157894737,3.900662251655629,8.64090909090909,8.636184210526316,8.34635761589404,0.9506172839506172,0.9382716049382716,0.9320987654320988,4.197530864197531,4.08641975308642,3.635802469135802,8.214197530864197,8.103086419753087,7.779629629629629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,146.0,146.0,0.0,0.0331125827814569,0.0,1.0,0.966887417218543,1.0
0.2201234567901234,0.2475324675324675,0.28125,0.0087654320987654,-0.0117532467532467,0.0190131578947368,0.0074691358024691,0.0044805194805194,0.0101973684210526,0.0061728395061728,0.0954545454545454,0.0302631578947368,-0.0375308641975308,-0.0375324675324675,-0.0404605263157894,0.24248407643312106,4.481,4.73359,5.05048,4.97381,0.0238853503184713,2002,28.0,0.019074074074074,0.027012987012987,0.0270394736842105,162.0,154.0,152.0,162.0,162.0,162.0,4.345679012345679,4.415584415584416,4.355263157894737,8.711728395061728,8.64090909090909,8.636184210526316,1.0,0.9506172839506172,0.9382716049382716,4.345679012345679,4.197530864197531,4.08641975308642,8.711728395061728,8.214197530864197,8.103086419753087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,152.0,146.0,0.0,0.0,0.0331125827814569,1.0,1.0,0.966887417218543
0.2626114649681528,0.2201234567901234,0.2475324675324675,-0.003312101910828,0.0087654320987654,-0.0117532467532467,0.0049044585987261,0.0074691358024691,0.0044805194805194,0.0127388535031847,0.0061728395061728,0.0954545454545454,-0.0344585987261146,-0.0375308641975308,-0.0375324675324675,0.21955696202531644,4.62384,4.481,4.73359,5.05048,0.0211392405063291,2003,29.0,0.0238853503184713,0.019074074074074,0.027012987012987,157.0,162.0,154.0,161.0,162.0,162.0,4.3630573248407645,4.345679012345679,4.415584415584416,8.624203821656051,8.711728395061728,8.64090909090909,0.9751552795031057,1.0,0.9506172839506172,4.254658385093168,4.345679012345679,4.197530864197531,8.409937888198758,8.711728395061728,8.214197530864197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.108433734939759,0.0,0.0,154.0,162.0,152.0,0.0,0.0,0.0,0.891566265060241,1.0,1.0
0.2078481012658228,0.2626114649681528,0.2201234567901234,0.0140506329113924,-0.003312101910828,0.0087654320987654,-0.0031012658227848,0.0049044585987261,0.0074691358024691,0.0379746835443038,0.0127388535031847,0.0061728395061728,-0.0372151898734177,-0.0344585987261146,-0.0375308641975308,0.29358490566037726,4.67092,4.62384,4.481,4.73359,0.0281761006289308,2004,30.0,0.0211392405063291,0.0238853503184713,0.019074074074074,158.0,157.0,162.0,162.0,161.0,162.0,4.39873417721519,4.3630573248407645,4.345679012345679,8.691772151898734,8.624203821656051,8.711728395061728,0.9753086419753086,0.9751552795031057,1.0,4.290123456790123,4.254658385093168,4.345679012345679,8.47716049382716,8.409937888198758,8.711728395061728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.108433734939759,0.0,158.0,154.0,162.0,0.0,0.0,0.0,1.0,0.891566265060241,1.0
